sivigila_code,department,municipality,zika_confirmed_laboratory,zika_confirmed_clinic,zika_suspected,zika_total
44090,GUAJIRA,DIBULLA,0,0,17,17
44098,GUAJIRA,DISTRACCION,1,13,0,14
44110,GUAJIRA,EL MOLINO,1,4,0,5
44279,GUAJIRA,FONSECA,1,33,0,34
44378,GUAJIRA,HATONUEVO,0,0,7,7
44420,GUAJIRA,LA JAGUA DEL PILAR,0,0,0,0
44430,GUAJIRA,MAICAO,0,0,20,20
44560,GUAJIRA,MANAURE,1,7,0,8
44650,GUAJIRA,SAN JUAN DEL CESAR,5,74,0,79
44847,GUAJIRA,URIBIA,0,0,18,18
44855,GUAJIRA,URUMITA,0,0,1,1
44874,GUAJIRA,VILLANUEVA,0,0,11,11
48001,STA MARTA D.E.,SANTA MARTA,33,1603,0,1636
47000,MAGDALENA,* MAGDALENA. MUNICIPIO DESCONOCIDO,0,0,13,13
47030,MAGDALENA,ALGARROBO,0,0,36,36
47053,MAGDALENA,ARACATACA,0,0,32,32
47058,MAGDALENA,ARIGUANI,0,0,4,4
47161,MAGDALENA,CERRO SAN ANTONIO,0,0,0,0
47170,MAGDALENA,CHIBOLO,0,0,2,2
47189,MAGDALENA,CIENAGA,41,241,0,282
47205,MAGDALENA,CONCORDIA,0,0,2,2
47245,MAGDALENA,EL BANCO,0,0,28,28
47258,MAGDALENA,EL PIÑON,0,0,39,39
47268,MAGDALENA,EL RETEN,0,0,11,11
47288,MAGDALENA,FUNDACION,0,0,90,90
47318,MAGDALENA,GUAMAL,0,0,7,7
47460,MAGDALENA,NUEVA GRANADA,0,0,6,6
47541,MAGDALENA,PEDRAZA,0,0,0,0
47545,MAGDALENA,PIJIÑO DEL CARMEN,0,0,2,2
47551,MAGDALENA,PIVIJAY,0,0,31,31
47555,MAGDALENA,PLATO,0,0,55,55
47570,MAGDALENA,PUEBLOVIEJO,0,0,9,9
47605,MAGDALENA,REMOLINO,0,0,0,0
47660,MAGDALENA,SABANAS DE SAN ANGEL,0,0,41,41
47675,MAGDALENA,SALAMINA,0,0,11,11
47692,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,0,0,6,6
47703,MAGDALENA,SAN ZENON,0,0,19,19
47707,MAGDALENA,SANTA ANA,0,0,2,2
47720,MAGDALENA,SANTA BARBARA DE PINTO,0,0,13,13
47745,MAGDALENA,SITIONUEVO,0,0,24,24
47798,MAGDALENA,TENERIFE,0,0,43,43
47960,MAGDALENA,ZAPAYAN,0,0,41,41
47980,MAGDALENA,ZONA BANANERA,0,0,36,36
50000,META,* META. MUNICIPIO DESCONOCIDO,1,0,8,9
50001,META,VILLAVICENCIO,6,247,0,253
50006,META,ACACIAS,1,152,0,153
50110,META,BARRANCA DE UPIA,0,0,2,2
50124,META,CABUYARO,0,0,4,4
50150,META,CASTILLA LA NUEVA,0,0,5,5
50223,META,CUBARRAL,0,0,1,1
50226,META,CUMARAL,0,0,3,3
50245,META,EL CALVARIO,0,0,0,0
50251,META,EL CASTILLO,0,0,2,2
50270,META,EL DORADO,0,0,1,1
50287,META,FUENTE DE ORO,0,0,12,12
50313,META,GRANADA,0,0,78,78
50318,META,GUAMAL,1,24,0,25
50325,META,MAPIRIPAN,0,0,3,3
50330,META,MESETAS,0,0,1,1
50350,META,LA MACARENA,0,0,2,2
50370,META,URIBE,0,0,0,0
50400,META,LEJANIAS,0,0,0,0
50450,META,PUERTO CONCORDIA,0,0,0,0
50568,META,PUERTO GAITAN,1,2,0,3
50573,META,PUERTO LOPEZ,0,0,12,12
50577,META,PUERTO LLERAS,0,0,5,5
50590,META,PUERTO RICO,0,0,19,19
50606,META,RESTREPO,0,0,4,4
50680,META,SAN CARLOS DE GUAROA,0,0,17,17
50683,META,SAN JUAN DE ARAMA,0,0,3,3
50686,META,SAN JUANITO,0,0,0,0
50689,META,SAN MARTIN,1,26,0,27
50711,META,VISTAHERMOSA,0,0,2,2
52000,NARIÑO,* NARIÑO. MUNICIPIO DESCONOCIDO,0,0,0,0
52001,NARIÑO,PASTO,1,0,2,3
52019,NARIÑO,ALBAN,0,0,0,0
52022,NARIÑO,ALDANA,0,0,0,0
52036,NARIÑO,ANCUYA,0,0,0,0
52051,NARIÑO,ARBOLEDA,0,0,0,0
52079,NARIÑO,BARBACOAS,1,0,0,1
52083,NARIÑO,BELEN,0,0,0,0
52110,NARIÑO,BUESACO,0,0,1,1
52203,NARIÑO,COLON,0,0,0,0
52207,NARIÑO,CONSACA,0,0,0,0
52210,NARIÑO,CONTADERO,0,0,0,0
52215,NARIÑO,CORDOBA,0,0,0,0
52224,NARIÑO,CUASPUD,0,0,0,0
52227,NARIÑO,CUMBAL,0,0,0,0
52233,NARIÑO,CUMBITARA,0,0,0,0
52240,NARIÑO,CHACHAGUI,0,0,0,0
52250,NARIÑO,EL CHARCO,0,0,0,0
52254,NARIÑO,EL PEÑOL,0,0,0,0
52256,NARIÑO,EL ROSARIO,0,0,0,0
52258,NARIÑO,EL TABLON DE GOMEZ,0,0,0,0
52260,NARIÑO,EL TAMBO,0,0,0,0
52287,NARIÑO,FUNES,0,0,0,0
52317,NARIÑO,GUACHUCAL,0,0,0,0
52320,NARIÑO,GUAITARILLA,0,0,0,0
52323,NARIÑO,GUALMATAN,0,0,0,0
52352,NARIÑO,ILES,0,0,0,0
52354,NARIÑO,IMUES,0,0,0,0
52356,NARIÑO,IPIALES,1,0,1,2
52378,NARIÑO,LA CRUZ,0,0,0,0
52381,NARIÑO,LA FLORIDA,0,0,0,0
52385,NARIÑO,LA LLANADA,0,0,0,0
52390,NARIÑO,LA TOLA,0,0,0,0
52399,NARIÑO,LA UNION,0,0,0,0
52405,NARIÑO,LEIVA,0,0,0,0
52411,NARIÑO,LINARES,0,0,0,0
52418,NARIÑO,LOS ANDES,0,0,0,0
52427,NARIÑO,MAGSI,0,0,0,0
52435,NARIÑO,MALLAMA,0,0,0,0
52473,NARIÑO,MOSQUERA,0,0,0,0
52480,NARIÑO,NARIÑO,0,0,2,2
52490,NARIÑO,OLAYA HERRERA,0,0,0,0
52506,NARIÑO,OSPINA,0,0,0,0
52520,NARIÑO,FRANCISCO PIZARRO,0,0,1,1
52540,NARIÑO,POLICARPA,0,0,0,0
52560,NARIÑO,POTOSI,0,0,0,0
52565,NARIÑO,PROVIDENCIA,0,0,1,1
52573,NARIÑO,PUERRES,0,0,0,0
52585,NARIÑO,PUPIALES,0,0,0,0
52612,NARIÑO,RICAURTE,0,0,0,0
52621,NARIÑO,ROBERTO PAYAN,0,0,0,0
52678,NARIÑO,SAMANIEGO,0,0,0,0
52683,NARIÑO,SANDONA,0,0,1,1
52685,NARIÑO,SAN BERNARDO,0,0,0,0
52687,NARIÑO,SAN LORENZO,0,0,0,0
52693,NARIÑO,SAN PABLO,0,0,0,0
52694,NARIÑO,SAN PEDRO DE CARTAGO,0,0,0,0
52696,NARIÑO,SANTA BARBARA,1,0,0,1
52699,NARIÑO,SANTACRUZ,0,0,0,0
52720,NARIÑO,SAPUYES,0,0,0,0
52786,NARIÑO,TAMINANGO,5,0,0,5
52788,NARIÑO,TANGUA,0,0,0,0
52835,NARIÑO,SAN ANDRES DE TUMACO,2,2,0,4
52838,NARIÑO,TUQUERRES,0,0,0,0
52885,NARIÑO,YACUANQUER,0,0,1,1
54000,NORTE SANTANDER,* N. DE SANTANDER. MUNICIPIO DESCONOCIDO,1,0,13,14
54001,NORTE SANTANDER,CUCUTA,342,4784,0,5126
54003,NORTE SANTANDER,ABREGO,0,0,10,10
54051,NORTE SANTANDER,ARBOLEDAS,0,0,39,39
54099,NORTE SANTANDER,BOCHALEMA,0,0,46,46
54109,NORTE SANTANDER,BUCARASICA,0,0,2,2
54125,NORTE SANTANDER,CACOTA,0,0,0,0
54128,NORTE SANTANDER,CACHIRA,0,0,2,2
54172,NORTE SANTANDER,CHINACOTA,0,0,50,50
54174,NORTE SANTANDER,CHITAGA,0,0,1,1
54206,NORTE SANTANDER,CONVENCION,0,0,1,1
54223,NORTE SANTANDER,CUCUTILLA,0,0,11,11
54239,NORTE SANTANDER,DURANIA,1,45,0,46
54245,NORTE SANTANDER,EL CARMEN,0,0,6,6
54250,NORTE SANTANDER,EL TARRA,0,0,26,26
54261,NORTE SANTANDER,EL ZULIA,50,151,0,201
54313,NORTE SANTANDER,GRAMALOTE,0,0,16,16
54344,NORTE SANTANDER,HACARI,0,0,1,1
54347,NORTE SANTANDER,HERRAN,0,0,0,0
54377,NORTE SANTANDER,LABATECA,2,17,0,19
54385,NORTE SANTANDER,LA ESPERANZA,0,0,7,7
54398,NORTE SANTANDER,LA PLAYA,0,0,7,7
54405,NORTE SANTANDER,LOS PATIOS,15,716,0,731
54418,NORTE SANTANDER,LOURDES,0,0,2,2
54480,NORTE SANTANDER,MUTISCUA,0,0,0,0
54498,NORTE SANTANDER,OCAÑA,2,69,0,71
54518,NORTE SANTANDER,PAMPLONA,1,0,2,3
54520,NORTE SANTANDER,PAMPLONITA,0,0,3,3
54553,NORTE SANTANDER,PUERTO SANTANDER,19,22,0,41
54599,NORTE SANTANDER,RAGONVALIA,1,5,0,6
54660,NORTE SANTANDER,SALAZAR,0,0,53,53
54670,NORTE SANTANDER,SAN CALIXTO,0,0,1,1
54673,NORTE SANTANDER,SAN CAYETANO,1,32,0,33
54680,NORTE SANTANDER,SANTIAGO,0,0,109,109
54720,NORTE SANTANDER,SARDINATA,3,129,0,132
54743,NORTE SANTANDER,SILOS,0,0,0,0
54800,NORTE SANTANDER,TEORAMA,0,0,4,4
54810,NORTE SANTANDER,TIBU,2,146,0,148
54820,NORTE SANTANDER,TOLEDO,0,0,6,6
54871,NORTE SANTANDER,VILLA CARO,0,0,2,2
54874,NORTE SANTANDER,VILLA DEL ROSARIO,15,581,0,596
63000,QUINDIO,* QUINDIO. MUNICIPIO DESCONOCIDO,0,0,5,5
63001,QUINDIO,ARMENIA,0,0,27,27
63111,QUINDIO,BUENAVISTA,0,0,0,0
63130,QUINDIO,CALARCA,0,0,0,0
63190,QUINDIO,CIRCASIA,0,0,4,4
63212,QUINDIO,CORDOBA,0,0,1,1
63272,QUINDIO,FILANDIA,0,0,2,2
63302,QUINDIO,GENOVA,0,0,0,0
63401,QUINDIO,LA TEBAIDA,0,0,9,9
63470,QUINDIO,MONTENEGRO,0,0,14,14
63548,QUINDIO,PIJAO,0,0,0,0
63594,QUINDIO,QUIMBAYA,0,0,9,9
63690,QUINDIO,SALENTO,0,0,0,0
66000,RISARALDA,* RISARALDA. MUNICIPIO DESCONOCIDO,0,0,0,0
66001,RISARALDA,PEREIRA,13,81,0,94
66045,RISARALDA,APIA,0,0,0,0
66075,RISARALDA,BALBOA,1,1,0,2
66088,RISARALDA,BELEN DE UMBRIA,2,2,0,4
66170,RISARALDA,DOSQUEBRADAS,5,15,0,20
66318,RISARALDA,GUATICA,0,0,0,0
66383,RISARALDA,LA CELIA,5,2,0,7
66400,RISARALDA,LA VIRGINIA,4,223,0,227
66440,RISARALDA,MARSELLA,0,0,5,5
66456,RISARALDA,MISTRATO,1,0,0,1
66572,RISARALDA,PUEBLO RICO,1,0,0,1
66594,RISARALDA,QUINCHIA,0,0,1,1
66682,RISARALDA,SANTA ROSA DE CABAL,1,0,0,1
66687,RISARALDA,SANTUARIO,0,0,3,3
68000,SANTANDER,* SANTANDER. MUNICIPIO DESCONOCIDO,0,0,2,2
68001,SANTANDER,BUCARAMANGA,10,296,0,306
68013,SANTANDER,AGUADA,0,0,0,0
68020,SANTANDER,ALBANIA,0,0,0,0
68051,SANTANDER,ARATOCA,0,0,0,0
68077,SANTANDER,BARBOSA,2,2,0,4
68079,SANTANDER,BARICHARA,0,0,4,4
68081,SANTANDER,BARRANCABERMEJA,1,219,0,220
68092,SANTANDER,BETULIA,0,0,0,0
68101,SANTANDER,BOLIVAR,0,0,0,0
68121,SANTANDER,CABRERA,0,0,0,0
68132,SANTANDER,CALIFORNIA,0,0,0,0
68147,SANTANDER,CAPITANEJO,0,0,79,79
68152,SANTANDER,CARCASI,0,0,0,0
68160,SANTANDER,CEPITA,0,0,0,0
68162,SANTANDER,CERRITO,0,0,0,0
68167,SANTANDER,CHARALA,0,0,1,1
68169,SANTANDER,CHARTA,0,0,0,0
68176,SANTANDER,CHIMA,0,0,0,0
68179,SANTANDER,CHIPATA,0,0,0,0
68190,SANTANDER,CIMITARRA,0,0,10,10
68207,SANTANDER,CONCEPCION,0,0,1,1
68209,SANTANDER,CONFINES,0,0,0,0
68211,SANTANDER,CONTRATACION,0,0,0,0
68217,SANTANDER,COROMORO,0,0,0,0
68229,SANTANDER,CURITI,0,0,1,1
68235,SANTANDER,EL CARMEN DE CHUCURI,0,0,0,0
68245,SANTANDER,EL GUACAMAYO,0,0,0,0
68250,SANTANDER,EL PEÑON,0,0,0,0
68255,SANTANDER,EL PLAYON,0,0,14,14
68264,SANTANDER,ENCINO,0,0,0,0
68266,SANTANDER,ENCISO,0,0,0,0
68271,SANTANDER,FLORIAN,0,0,0,0
68276,SANTANDER,FLORIDABLANCA,2,89,0,91
68296,SANTANDER,GALAN,0,0,0,0
68298,SANTANDER,GAMBITA,0,0,0,0
68307,SANTANDER,GIRON,0,0,69,69
68318,SANTANDER,GUACA,0,0,0,0
68320,SANTANDER,GUADALUPE,0,0,3,3
68322,SANTANDER,GUAPOTA,0,0,0,0
68324,SANTANDER,GUAVATA,0,0,0,0
68327,SANTANDER,GSEPSA,0,0,1,1
68344,SANTANDER,HATO,0,0,0,0
68368,SANTANDER,JESUS MARIA,0,0,1,1
68370,SANTANDER,JORDAN,0,0,0,0
68377,SANTANDER,LA BELLEZA,0,0,1,1
68385,SANTANDER,LANDAZURI,0,0,0,0
68397,SANTANDER,LA PAZ,0,0,0,0
68406,SANTANDER,LEBRIJA,5,20,0,25
68418,SANTANDER,LOS SANTOS,0,0,2,2
68425,SANTANDER,MACARAVITA,0,0,0,0
68432,SANTANDER,MALAGA,0,0,1,1
68444,SANTANDER,MATANZA,0,0,1,1
68464,SANTANDER,MOGOTES,0,0,0,0
68468,SANTANDER,MOLAGAVITA,0,0,0,0
68498,SANTANDER,OCAMONTE,0,0,0,0
68500,SANTANDER,OIBA,0,0,1,1
68502,SANTANDER,ONZAGA,0,0,0,0
68522,SANTANDER,PALMAR,0,0,1,1
68524,SANTANDER,PALMAS DEL SOCORRO,0,0,0,0
68533,SANTANDER,PARAMO,0,0,2,2
68547,SANTANDER,PIEDECUESTA,1,29,0,30
68549,SANTANDER,PINCHOTE,0,0,0,0
68572,SANTANDER,PUENTE NACIONAL,0,0,1,1
68573,SANTANDER,PUERTO PARRA,0,0,0,0
68575,SANTANDER,PUERTO WILCHES,0,0,11,11
68615,SANTANDER,RIONEGRO,0,0,11,11
68655,SANTANDER,SABANA DE TORRES,0,0,66,66
68669,SANTANDER,SAN ANDRES,0,0,26,26
68673,SANTANDER,SAN BENITO,0,0,0,0
68679,SANTANDER,SAN GIL,0,0,5,5
68682,SANTANDER,SAN JOAQUIN,0,0,2,2
68684,SANTANDER,SAN JOSE DE MIRANDA,0,0,0,0
68686,SANTANDER,SAN MIGUEL,0,0,2,2
68689,SANTANDER,SAN VICENTE DE CHUCURI,1,4,0,5
68705,SANTANDER,SANTA BARBARA,0,0,0,0
68720,SANTANDER,SANTA HELENA DEL OPON,0,0,0,0
68745,SANTANDER,SIMACOTA,0,0,2,2
68755,SANTANDER,SOCORRO,0,0,12,12
68770,SANTANDER,SUAITA,0,0,1,1
68773,SANTANDER,SUCRE,0,0,0,0
68780,SANTANDER,SURATA,0,0,0,0
68820,SANTANDER,TONA,0,0,0,0
68855,SANTANDER,VALLE DE SAN JOSE,0,0,1,1
68861,SANTANDER,VELEZ,0,0,2,2
68867,SANTANDER,VETAS,0,0,0,0
68872,SANTANDER,VILLANUEVA,0,0,0,0
68895,SANTANDER,ZAPATOCA,0,0,2,2
70000,SUCRE,* SUCRE. MUNICIPIO DESCONOCIDO,0,0,6,6
70001,SUCRE,SINCELEJO,35,702,0,737
70110,SUCRE,BUENAVISTA,0,0,39,39
70124,SUCRE,CAIMITO,0,0,0,0
70204,SUCRE,COLOSO,0,0,13,13
70215,SUCRE,COROZAL,4,120,0,124
70221,SUCRE,COVEÑAS,1,24,0,25
70230,SUCRE,CHALAN,0,0,5,5
70233,SUCRE,EL ROBLE,0,0,5,5
70235,SUCRE,GALERAS,0,0,1,1
70265,SUCRE,GUARANDA,0,0,3,3
70400,SUCRE,LA UNION,0,0,21,21
70418,SUCRE,LOS PALMITOS,0,0,1,1
70429,SUCRE,MAJAGUAL,0,0,9,9
70473,SUCRE,MORROA,1,35,0,36
70508,SUCRE,OVEJAS,0,0,6,6
70523,SUCRE,PALMITO,0,0,6,6
70670,SUCRE,SAMPUES,2,27,0,29
70678,SUCRE,SAN BENITO ABAD,0,0,2,2
70702,SUCRE,SAN JUAN DE BETULIA,0,0,28,28
70708,SUCRE,SAN MARCOS,2,64,0,66
70713,SUCRE,SAN ONOFRE,0,0,11,11
70717,SUCRE,SAN PEDRO,0,0,8,8
70742,SUCRE,SAN LUIS DE SINCE,0,0,10,10
70771,SUCRE,SUCRE,0,0,22,22
70820,SUCRE,TOLU,0,0,96,96
70823,SUCRE,TOLUVIEJO,0,0,42,42
73000,TOLIMA,* TOLIMA. MUNICIPIO DESCONOCIDO,0,0,84,84
73001,TOLIMA,IBAGUE,20,1662,0,1682
73024,TOLIMA,ALPUJARRA,2,11,0,13
73026,TOLIMA,ALVARADO,0,0,37,37
73030,TOLIMA,AMBALEMA,0,0,6,6
73043,TOLIMA,ANZOATEGUI,0,0,1,1
73055,TOLIMA,ARMERO (GUAYABAL),0,0,7,7
73067,TOLIMA,ATACO,0,0,19,19
73124,TOLIMA,CAJAMARCA,0,0,5,5
73148,TOLIMA,CARMEN DE APICALA,1,94,0,95
73152,TOLIMA,CASABIANCA,0,0,0,0
73168,TOLIMA,CHAPARRAL,2,161,0,163
73200,TOLIMA,COELLO,0,0,17,17
73217,TOLIMA,COYAIMA,0,0,46,46
73226,TOLIMA,CUNDAY,0,0,6,6
73236,TOLIMA,DOLORES,0,0,50,50
73268,TOLIMA,ESPINAL,21,316,0,337
73270,TOLIMA,FALAN,0,0,13,13
73275,TOLIMA,FLANDES,18,201,0,219
73283,TOLIMA,FRESNO,0,0,5,5
73319,TOLIMA,GUAMO,2,69,0,71
73347,TOLIMA,HERVEO,0,0,0,0
73349,TOLIMA,HONDA,0,0,18,18
73352,TOLIMA,ICONONZO,0,0,45,45
73408,TOLIMA,LERIDA,2,35,0,37
73411,TOLIMA,LIBANO,0,0,15,15
73443,TOLIMA,MARIQUITA,4,47,0,51
73449,TOLIMA,MELGAR,6,230,0,236
73461,TOLIMA,MURILLO,0,0,0,0
73483,TOLIMA,NATAGAIMA,1,46,0,47
73504,TOLIMA,ORTEGA,1,15,0,16
73520,TOLIMA,PALOCABILDO,0,0,1,1
73547,TOLIMA,PIEDRAS,10,33,0,43
73555,TOLIMA,PLANADAS,1,1,0,2
73563,TOLIMA,PRADO,1,15,0,16
73585,TOLIMA,PURIFICACION,3,126,0,129
73616,TOLIMA,RIOBLANCO,0,0,1,1
73622,TOLIMA,RONCESVALLES,0,0,0,0
73624,TOLIMA,ROVIRA,0,0,33,33
73671,TOLIMA,SALDAÑA,1,19,0,20
73675,TOLIMA,SAN ANTONIO,0,0,13,13
73678,TOLIMA,SAN LUIS,1,12,0,13
73686,TOLIMA,SANTA ISABEL,0,0,0,0
73770,TOLIMA,SUAREZ,1,6,0,7
73854,TOLIMA,VALLE DE SAN JUAN,1,5,0,6
73861,TOLIMA,VENADILLO,1,6,0,7
73870,TOLIMA,VILLAHERMOSA,0,0,2,2
73873,TOLIMA,VILLARRICA,0,0,1,1
76000,VALLE DEL CAUCA,* VALLE DEL CAUCA. MUNICIPIO DESCONOCIDO,0,0,1,1
76001,VALLE DEL CAUCA,CALI,10,901,0,911
76020,VALLE DEL CAUCA,ALCALA,0,0,11,11
76036,VALLE DEL CAUCA,ANDALUCIA,0,0,24,24
76041,VALLE DEL CAUCA,ANSERMANUEVO,0,0,33,33
76054,VALLE DEL CAUCA,ARGELIA,0,0,0,0
76100,VALLE DEL CAUCA,BOLIVAR,0,0,8,8
76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,0,0,175,175
76113,VALLE DEL CAUCA,BUGALAGRANDE,1,9,0,10
76122,VALLE DEL CAUCA,CAICEDONIA,0,0,6,6
76126,VALLE DEL CAUCA,CALIMA,0,0,3,3
76130,VALLE DEL CAUCA,CANDELARIA,0,0,23,23
76147,VALLE DEL CAUCA,CARTAGO,2,168,0,170
76233,VALLE DEL CAUCA,DAGUA,0,0,1,1
76243,VALLE DEL CAUCA,EL AGUILA,0,0,2,2
76246,VALLE DEL CAUCA,EL CAIRO,0,0,0,0
76248,VALLE DEL CAUCA,EL CERRITO,0,0,13,13
76250,VALLE DEL CAUCA,EL DOVIO,0,0,0,0
76275,VALLE DEL CAUCA,FLORIDA,0,0,15,15
76306,VALLE DEL CAUCA,GINEBRA,0,0,3,3
76318,VALLE DEL CAUCA,GUACARI,0,0,3,3
76364,VALLE DEL CAUCA,JAMUNDI,0,0,11,11
76377,VALLE DEL CAUCA,LA CUMBRE,0,0,0,0
76400,VALLE DEL CAUCA,LA UNION,0,0,12,12
76403,VALLE DEL CAUCA,LA VICTORIA,0,0,0,0
76497,VALLE DEL CAUCA,OBANDO,0,0,0,0
76520,VALLE DEL CAUCA,PALMIRA,2,259,0,261
76563,VALLE DEL CAUCA,PRADERA,0,0,13,13
76606,VALLE DEL CAUCA,RESTREPO,0,0,3,3
76616,VALLE DEL CAUCA,RIOFRIO,0,0,3,3
76622,VALLE DEL CAUCA,ROLDANILLO,1,172,0,173
76670,VALLE DEL CAUCA,SAN PEDRO,0,0,1,1
76736,VALLE DEL CAUCA,SEVILLA,0,0,3,3
76823,VALLE DEL CAUCA,TORO,0,0,41,41
76828,VALLE DEL CAUCA,TRUJILLO,0,0,2,2
76834,VALLE DEL CAUCA,TULUA,1,177,0,178
76845,VALLE DEL CAUCA,ULLOA,0,0,1,1
76863,VALLE DEL CAUCA,VERSALLES,0,0,8,8
76869,VALLE DEL CAUCA,VIJES,1,28,0,29
76890,VALLE DEL CAUCA,YOTOCO,0,0,9,9
76892,VALLE DEL CAUCA,YUMBO,0,0,355,355
76895,VALLE DEL CAUCA,ZARZAL,0,0,358,358
76109,VALLE DEL CAUCA,BUENAVENTURA,1,45,0,46
81000,ARAUCA,* ARAUCA. MUNICIPIO DESCONOCIDO,0,0,1,1
81001,ARAUCA,ARAUCA,6,81,0,87
81065,ARAUCA,ARAUQUITA,1,33,0,34
81220,ARAUCA,CRAVO NORTE,0,0,0,0
81300,ARAUCA,FORTUL,0,0,17,17
81591,ARAUCA,PUERTO RONDON,0,0,0,0
81736,ARAUCA,SARAVENA,1,54,0,55
81794,ARAUCA,TAME,2,7,0,9
85000,CASANARE,* CASANARE. MUNICIPIO DESCONOCIDO,0,0,7,7
85001,CASANARE,YOPAL,4,213,0,217
85010,CASANARE,AGUAZUL,2,48,0,50
85015,CASANARE,CHAMEZA,1,2,0,3
85125,CASANARE,HATO COROZAL,0,0,2,2
85136,CASANARE,LA SALINA,0,0,0,0
85139,CASANARE,MANI,0,0,3,3
85162,CASANARE,MONTERREY,1,60,0,61
85225,CASANARE,NUNCHIA,0,0,3,3
85230,CASANARE,OROCUE,2,9,0,11
85250,CASANARE,PAZ DE ARIPORO,0,0,6,6
85263,CASANARE,PORE,0,0,2,2
85279,CASANARE,RECETOR,0,0,0,0
85300,CASANARE,SABANALARGA,0,0,0,0
85315,CASANARE,SACAMA,0,0,0,0
85325,CASANARE,SAN LUIS DE PALENQUE,1,2,0,3
85400,CASANARE,TAMARA,0,0,0,0
85410,CASANARE,TAURAMENA,3,47,0,50
85430,CASANARE,TRINIDAD,0,0,3,3
85440,CASANARE,VILLANUEVA,0,0,33,33
86000,PUTUMAYO,* PUTUMAYO. MUNICIPIO DESCONOCIDO,0,0,6,6
86001,PUTUMAYO,MOCOA,10,17,0,27
86219,PUTUMAYO,COLON,0,0,0,0
86320,PUTUMAYO,ORITO,1,10,0,11
86568,PUTUMAYO,PUERTO ASIS,13,57,0,70
86569,PUTUMAYO,PUERTO CAICEDO,1,2,0,3
86571,PUTUMAYO,PUERTO GUZMAN,2,29,0,31
86573,PUTUMAYO,LEGUIZAMO,0,0,11,11
86749,PUTUMAYO,SIBUNDOY,0,0,0,0
86755,PUTUMAYO,SAN FRANCISCO,0,0,0,0
86757,PUTUMAYO,SAN MIGUEL,3,6,0,9
86760,PUTUMAYO,SANTIAGO,0,0,0,0
86865,PUTUMAYO,VALLE DEL GUAMUEZ,0,0,7,7
86885,PUTUMAYO,VILLAGARZON,1,4,0,5
88000,SAN ANDRES,* SAN ANDRES. MUNICIPIO DESCONOCIDO,0,0,4,4
88001,SAN ANDRES,SAN ANDRES,52,951,0,1003
88564,SAN ANDRES,PROVIDENCIA,2,17,0,19
91000,AMAZONAS,* AMAZONAS. MUNICIPIO DESCONOCIDO,0,0,16,16
91001,AMAZONAS,LETICIA,4,66,0,70
91263,AMAZONAS,EL ENCANTO,0,0,0,0
91405,AMAZONAS,LA CHORRERA,0,0,0,0
91407,AMAZONAS,LA PEDRERA,0,0,0,0
91430,AMAZONAS,LA VICTORIA,0,0,0,0
91460,AMAZONAS,MIRITI - PARANA,0,0,0,0
91530,AMAZONAS,PUERTO ALEGRIA,0,0,0,0
91536,AMAZONAS,PUERTO ARICA,0,0,0,0
91540,AMAZONAS,PUERTO NARIÑO,0,0,0,0
91669,AMAZONAS,PUERTO SANTANDER,0,0,0,0
91798,AMAZONAS,TARAPACA,0,0,0,0
94000,GUAINIA,* GUAINIA. MUNICIPIO DESCONOCIDO,0,0,0,0
94001,GUAINIA,INIRIDA,0,0,3,3
94343,GUAINIA,BARRANCO MINAS,0,0,0,0
94663,GUAINIA,MAPIRIPANA,0,0,0,0
94883,GUAINIA,SAN FELIPE,0,0,0,0
94884,GUAINIA,PUERTO COLOMBIA,0,0,0,0
94885,GUAINIA,LA GUADALUPE,0,0,0,0
94886,GUAINIA,CACAHUAL,0,0,0,0
94887,GUAINIA,PANA PANA,0,0,0,0
94888,GUAINIA,MORICHAL,0,0,0,0
95000,GUAVIARE,* GUAVIARE. MUNICIPIO DESCONOCIDO,0,0,0,0
95001,GUAVIARE,SAN JOSE DEL GUAVIARE,0,0,7,7
95015,GUAVIARE,CALAMAR,0,0,0,0
95025,GUAVIARE,EL RETORNO,1,4,0,5
95200,GUAVIARE,MIRAFLORES,0,0,0,0
97000,VAUPES,* VAUPES. MUNICIPIO DESCONOCIDO,0,0,0,0
97001,VAUPES,MITU,0,0,3,3
97161,VAUPES,CARURU,0,0,0,0
97511,VAUPES,PACOA,0,0,0,0
97666,VAUPES,TARAIRA,0,0,0,0
97777,VAUPES,PAPUNAUA,0,0,0,0
97889,VAUPES,YAVARATE,0,0,0,0
99000,VICHADA,* VICHADA. MUNICIPIO DESCONOCIDO,0,0,0,0
99001,VICHADA,PUERTO CARREÑO,0,0,2,2
99524,VICHADA,LA PRIMAVERA,2,3,0,5
99624,VICHADA,SANTA ROSALIA,0,0,0,0
99773,VICHADA,CUMARIBO,0,0,4,4
